0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,
0,0,0,0,0,11,12,13,13,15,16,0,0,0,0,0,
0,0,0,0,0,21,22,0,80,25,26,0,0,0,0,0,
0,0,0,0,0,31,94,80,80,94,36,0,0,0,0,0,
0,0,0,0,0,41,54,80,80,55,46,0,0,0,0,0,
1,2,3,4,6,11,2,80,80,3,26,11,3,4,5,6,
21,12,84,15,2,5,12,80,80,15,2,5,12,84,15,6,
21,22,80,80,80,80,80,80,69,80,80,80,80,80,25,16,
21,22,80,80,80,80,80,80,80,80,80,80,80,80,25,26,
31,32,33,78,55,54,40,80,80,35,51,54,32,34,78,36,
41,43,44,45,46,41,54,67,68,55,46,41,44,44,45,46,
0,0,0,0,0,1,2,0,0,5,6,0,0,0,0,0,
0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,
0,0,0,0,0,21,0,0,85,0,26,0,0,0,0,0,
0,0,0,0,0,31,0,0,0,0,36,0,0,0,0,0,
0,0,0,0,0,41,44,45,44,45,46,0,0,0,0,0
