79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,
79,79,79,79,79,79,12,13,13,15,79,79,79,79,79,79,
79,79,79,79,79,79,22,80,80,25,79,79,79,79,79,79,
79,79,79,79,79,79,32,80,80,35,79,79,79,79,79,79,
79,79,79,79,79,79,79,80,80,79,79,79,79,79,79,79,
79,79,79,79,79,79,79,80,80,79,79,79,79,79,79,79,
79,12,13,15,79,79,12,80,80,15,79,79,12,13,15,79,
79,22,80,80,80,80,80,80,80,80,80,80,80,80,25,79,
79,22,80,80,80,80,80,80,80,80,80,80,80,80,25,79,
79,32,33,35,79,79,80,80,80,35,79,79,32,34,35,79,
79,79,79,79,79,79,79,80,80,79,79,79,79,79,79,79,
79,79,79,79,79,79,79,80,80,79,79,79,79,79,79,79,
79,79,79,79,79,79,12,80,80,15,79,79,79,79,79,79,
79,79,79,79,79,79,22,80,80,25,79,79,79,79,79,79,
79,79,79,79,79,79,32,33,34,35,79,79,79,79,79,79,
79,79,79,79,79,79,32,33,34,35,79,79,79,79,79,79,
