79,79,79,79,79,79,79,79,79,79,11,5,2,3,37,38,3,4,5,26,79,79,79,79,79,79,79,79,79,79,
79,79,79,79,79,79,79,79,79,79,11,80,80,80,80,80,80,80,80,26,79,79,79,79,79,79,79,79,79,79,
79,79,11,4,4,4,4,4,4,26,11,80,80,80,80,80,80,80,80,26,11,4,4,4,4,4,4,26,79,79,
79,79,11,80,80,80,80,80,80,3,3,80,80,80,80,80,80,80,80,3,3,80,80,80,80,80,80,26,79,79,
79,79,11,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,26,79,79,
79,79,11,80,80,80,80,80,80,55,56,80,80,80,80,80,80,80,80,55,56,80,80,80,80,80,80,26,79,79,
79,79,41,56,80,55,42,42,42,46,11,80,80,80,80,80,80,69,80,16,41,42,42,42,56,80,55,46,79,79,
79,79,79,21,80,36,79,79,79,79,11,80,69,80,80,78,80,80,80,26,79,79,79,79,21,80,36,79,79,79,
79,79,11,5,80,3,26,79,79,79,21,80,80,80,80,80,80,80,80,36,79,79,79,11,5,80,3,26,79,79,
79,79,11,80,80,80,26,79,79,79,41,42,42,56,80,80,55,42,42,46,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,79,79,21,80,80,36,79,79,79,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,1,4,5,80,80,4,5,6,79,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,11,80,80,80,80,80,80,36,79,79,79,79,11,80,80,80,26,79,79,
79,79,41,56,80,55,46,79,79,79,79,11,80,80,80,80,80,80,16,79,79,79,79,41,56,80,55,46,79,79,
79,79,11,5,80,3,26,79,79,79,79,21,80,80,80,80,80,80,16,79,79,79,79,11,5,80,3,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,31,80,80,80,80,80,80,26,79,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,21,80,80,80,80,80,80,36,79,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,31,80,80,80,80,80,80,36,79,79,79,79,11,80,80,80,26,79,79,
79,79,11,80,80,80,26,79,79,79,79,41,44,56,70,70,55,44,46,79,79,79,79,11,80,80,80,26,79,79,
79,79,41,42,42,42,46,79,79,79,79,79,79,31,70,70,36,79,79,79,79,79,79,41,42,42,42,46,79,79
